HorarioH,VelocidadeMaxima,Horário,Gênero,Região,Idade,Ano,Mes,TipoBatida
20,100,1220,Female,Outer Regional Australia,35,2016,2,Single
15,60,905,Male,Major Cities of Australia,33,2016,2,Single
9,50,595,Female,Major Cities of Australia,86,2016,2,Single
12,110,720,Male,Remote Australia,22,2016,2,Single
10,50,610,Female,Major Cities of Australia,40,2016,2,Single
17,50,1054,Male,Major Cities of Australia,67,2016,2,Single
7,60,450,Male,Major Cities of Australia,46,2016,2,Multiple
16,50,985,Male,Major Cities of Australia,41,2016,2,Multiple
14,100,880,Male,Inner Regional Australia,75,2016,2,Multiple
11,100,661,Female,Outer Regional Australia,65,2016,2,Multiple
2,100,135,Female,Inner Regional Australia,22,2016,1,Single
0,50,49,Male,Major Cities of Australia,37,2016,1,Single
19,80,1193,Male,Inner Regional Australia,30,2016,1,Single
21,80,1279,Male,Major Cities of Australia,28,2016,1,Single
5,80,340,Male,Major Cities of Australia,36,2016,1,Multiple
3,100,190,Male,Remote Australia,27,2016,1,Multiple
21,60,1305,Female,Major Cities of Australia,17,2016,1,Single
20,110,1235,Male,Outer Regional Australia,24,2016,1,Multiple
1,50,62,Female,Inner Regional Australia,24,2016,1,Multiple
19,100,1170,Male,Outer Regional Australia,37,2016,1,Single
18,100,1105,Male,Outer Regional Australia,49,2016,1,Single
20,100,1225,Male,Inner Regional Australia,59,2016,1,Single
4,80,265,Male,Inner Regional Australia,40,2016,1,Multiple
2,110,150,Male,Very Remote Australia,61,2016,1,Single
11,80,710,Female,Major Cities of Australia,90,2016,1,Multiple
11,80,710,Male,Major Cities of Australia,33,2016,1,Multiple
15,60,940,Female,Major Cities of Australia,43,2016,1,Multiple
17,100,1055,Male,Inner Regional Australia,46,2016,1,Multiple
0,100,30,Male,Outer Regional Australia,18,2016,1,Single
11,90,705,Male,Outer Regional Australia,57,2016,1,Single
11,80,710,Female,Major Cities of Australia,61,2016,1,Multiple
16,110,970,Male,Very Remote Australia,50,2016,1,Single
17,110,1040,Male,Outer Regional Australia,53,2016,1,Multiple
11,100,715,Male,Inner Regional Australia,51,2016,1,Multiple
11,80,705,Male,Outer Regional Australia,89,2016,1,Multiple
13,50,835,Male,Inner Regional Australia,84,2016,1,Multiple
17,110,1049,Male,Outer Regional Australia,75,2016,1,Multiple
12,100,759,Male,Inner Regional Australia,88,2016,1,Multiple
13,110,780,Female,Outer Regional Australia,15,2016,1,Single
14,110,840,Male,Remote Australia,18,2016,1,Single
7,110,460,Male,Inner Regional Australia,21,2016,1,Multiple
10,50,630,Male,Major Cities of Australia,20,2016,1,Multiple
15,110,924,Male,Inner Regional Australia,19,2016,1,Single
15,110,935,Male,Very Remote Australia,23,2016,1,Multiple
6,110,360,Female,Outer Regional Australia,26,2016,1,Multiple
19,80,1198,Male,Inner Regional Australia,31,2016,1,Multiple
12,110,740,Male,Outer Regional Australia,30,2016,1,Single
17,130,1050,Male,Very Remote Australia,26,2016,1,Single
7,110,460,Female,Inner Regional Australia,37,2016,1,Multiple
12,100,759,Male,Inner Regional Australia,57,2016,1,Multiple
8,100,510,Male,Inner Regional Australia,44,2016,1,Multiple
9,100,570,Male,Inner Regional Australia,49,2016,1,Single
14,100,870,Female,Inner Regional Australia,61,2016,1,Multiple
9,110,575,Male,Outer Regional Australia,40,2016,1,Single
17,110,1049,Female,Outer Regional Australia,74,2016,1,Multiple
12,100,779,Male,Outer Regional Australia,74,2016,1,Multiple
15,110,947,Male,Outer Regional Australia,67,2016,1,Single
19,60,1140,Male,Major Cities of Australia,21,2016,1,Single
18,40,1085,Female,Major Cities of Australia,63,2016,1,Single
14,70,875,Female,Major Cities of Australia,82,2016,1,Single
12,50,728,Female,Inner Regional Australia,92,2016,1,Single
20,60,1252,Female,Major Cities of Australia,21,2016,1,Multiple
16,50,965,Male,Major Cities of Australia,14,2016,1,Multiple
11,60,685,Female,Major Cities of Australia,90,2016,1,Multiple
5,60,310,Male,Major Cities of Australia,46,2016,1,Multiple
18,110,1125,Male,Very Remote Australia,55,2016,1,Single
1,110,60,Male,Remote Australia,40,2016,1,Single
19,80,1198,Male,Inner Regional Australia,17,2016,1,Multiple
4,100,283,Female,Outer Regional Australia,23,2015,12,Multiple
2,100,125,Male,Outer Regional Australia,20,2015,12,Multiple
2,60,145,Male,Outer Regional Australia,20,2015,12,Single
4,100,283,Male,Outer Regional Australia,27,2015,12,Multiple
22,110,1350,Male,Outer Regional Australia,33,2015,12,Single
5,80,341,Male,Major Cities of Australia,60,2015,12,Multiple
2,60,150,Male,Major Cities of Australia,60,2015,12,Multiple
4,110,270,Male,Outer Regional Australia,61,2015,12,Single
1,60,90,Male,Inner Regional Australia,21,2015,12,Single
18,50,1130,Male,Inner Regional Australia,21,2015,12,Multiple
21,70,1304,Female,Major Cities of Australia,25,2015,12,Single
21,70,1304,Male,Major Cities of Australia,19,2015,12,Single
21,70,1304,Male,Major Cities of Australia,24,2015,12,Single
5,100,315,Female,Inner Regional Australia,20,2015,12,Single
23,100,1380,Male,Major Cities of Australia,18,2015,12,Single
18,100,1085,Male,Outer Regional Australia,27,2015,12,Multiple
23,70,1398,Male,Major Cities of Australia,43,2015,12,Single
2,80,120,Male,Outer Regional Australia,56,2015,12,Single
2,110,163,Male,Remote Australia,43,2015,12,Single
10,60,610,Male,Inner Regional Australia,84,2015,12,Single
16,80,960,Female,Inner Regional Australia,90,2015,12,Single
14,100,870,Female,Very Remote Australia,0,2015,12,Single
12,100,720,Female,Inner Regional Australia,26,2015,12,Multiple
13,100,795,Female,Inner Regional Australia,48,2015,12,Multiple
13,100,795,Female,Inner Regional Australia,61,2015,12,Multiple
11,100,665,Female,Outer Regional Australia,59,2015,12,Single
10,110,610,Male,Very Remote Australia,44,2015,12,Single
5,110,352,Male,Outer Regional Australia,19,2015,12,Single
5,110,352,Male,Outer Regional Australia,19,2015,12,Single
13,80,810,Female,Major Cities of Australia,58,2015,12,Multiple
13,110,820,Male,Inner Regional Australia,64,2015,12,Single
11,80,675,Male,Major Cities of Australia,56,2015,12,Single
11,60,715,Female,Major Cities of Australia,82,2015,12,Multiple
11,60,715,Male,Major Cities of Australia,84,2015,12,Multiple
11,100,680,Female,Inner Regional Australia,18,2015,12,Multiple
15,100,940,Male,Inner Regional Australia,36,2015,12,Multiple
12,100,765,Female,Inner Regional Australia,4,2015,12,Multiple
12,60,758,Male,Outer Regional Australia,16,2015,12,Multiple
17,110,1050,Female,Very Remote Australia,9,2015,12,Single
6,50,390,Male,Major Cities of Australia,25,2015,12,Multiple
11,100,710,Male,Inner Regional Australia,18,2015,12,Multiple
1,80,80,Male,Very Remote Australia,38,2015,12,Single
6,80,372,Male,Major Cities of Australia,31,2015,12,Multiple
14,110,885,Male,Very Remote Australia,37,2015,12,Multiple
17,60,1050,Male,Major Cities of Australia,31,2015,12,Multiple
17,100,1030,Female,Inner Regional Australia,29,2015,12,Multiple
13,60,790,Male,Outer Regional Australia,60,2015,12,Multiple
13,100,783,Male,Inner Regional Australia,51,2015,12,Single
9,110,585,Male,Outer Regional Australia,50,2015,12,Multiple
15,50,909,Male,Major Cities of Australia,49,2015,12,Multiple
11,90,670,Male,Inner Regional Australia,45,2015,12,Single
7,110,465,Female,Very Remote Australia,57,2015,12,Multiple
15,100,910,Female,Outer Regional Australia,54,2015,12,Single
14,60,840,Male,Outer Regional Australia,45,2015,12,Single
15,80,930,Male,Major Cities of Australia,49,2015,12,Single
7,80,472,Male,Inner Regional Australia,70,2015,12,Single
9,110,590,Female,Outer Regional Australia,72,2015,12,Multiple
15,110,950,Female,Outer Regional Australia,69,2015,12,Multiple
15,110,915,Male,Outer Regional Australia,26,2015,12,Single
22,80,1350,Male,Outer Regional Australia,37,2015,12,Single
22,70,1370,Male,Inner Regional Australia,32,2015,12,Single
4,60,240,Male,Major Cities of Australia,52,2015,12,Single
14,50,850,Female,Major Cities of Australia,78,2015,12,Single
15,60,900,Male,Major Cities of Australia,86,2015,12,Single
4,100,283,Male,Outer Regional Australia,42,2015,12,Multiple
18,110,1098,Female,Outer Regional Australia,71,2015,12,Single
18,90,1100,Female,Inner Regional Australia,77,2015,12,Multiple
21,70,1290,Male,Major Cities of Australia,31,2015,12,Multiple
4,130,252,Female,Very Remote Australia,26,2015,12,Single
19,50,1145,Male,Major Cities of Australia,28,2015,12,Single
18,100,1117,Male,Outer Regional Australia,56,2015,12,Multiple
20,110,1230,Male,Inner Regional Australia,43,2015,12,Multiple
19,60,1140,Male,Very Remote Australia,66,2015,12,Single
23,100,1380,Male,Major Cities of Australia,16,2015,12,Single
19,80,1160,Male,Inner Regional Australia,21,2015,12,Single
18,100,1088,Male,Outer Regional Australia,34,2015,12,Multiple
19,100,1197,Male,Inner Regional Australia,19,2015,12,Single
17,80,1022,Female,Outer Regional Australia,11,2015,12,Multiple
17,80,1022,Female,Outer Regional Australia,80,2015,12,Multiple
17,40,1070,Male,Major Cities of Australia,32,2015,12,Multiple
11,60,660,Female,Major Cities of Australia,74,2015,12,Multiple
3,80,215,Male,Major Cities of Australia,15,2015,11,Multiple
3,90,183,Male,Major Cities of Australia,25,2015,11,Single
21,60,1260,Male,Inner Regional Australia,38,2015,11,Single
3,90,183,Female,Major Cities of Australia,29,2015,11,Single
19,100,1154,Female,Inner Regional Australia,32,2015,11,Multiple
18,60,1083,Female,Major Cities of Australia,30,2015,11,Single
3,100,195,Male,Inner Regional Australia,47,2015,11,Multiple
3,100,195,Male,Inner Regional Australia,60,2015,11,Multiple
3,60,236,Male,Major Cities of Australia,50,2015,11,Single
22,100,1350,Male,Inner Regional Australia,18,2015,11,Multiple
21,100,1276,Female,Inner Regional Australia,25,2015,11,Single
18,100,1119,Male,Inner Regional Australia,18,2015,11,Single
20,80,1220,Male,Remote Australia,26,2015,11,Single
16,100,1005,Female,Outer Regional Australia,19,2015,11,Multiple
11,110,661,Male,Outer Regional Australia,19,2015,11,Single
9,110,565,Female,Outer Regional Australia,23,2015,11,Single
9,90,545,Male,Major Cities of Australia,32,2015,11,Multiple
15,110,900,Male,Very Remote Australia,28,2015,11,Single
17,80,1050,Male,Inner Regional Australia,28,2015,11,Multiple
16,100,982,Male,Inner Regional Australia,50,2015,11,Multiple
16,110,970,Male,Outer Regional Australia,49,2015,11,Single
9,50,583,Male,Inner Regional Australia,62,2015,11,Single
17,100,1040,Male,Inner Regional Australia,65,2015,11,Multiple
17,80,1040,Male,Very Remote Australia,31,2015,11,Multiple
15,100,945,Male,Outer Regional Australia,76,2015,11,Single
17,100,1066,Male,Outer Regional Australia,86,2015,11,Multiple
16,100,990,Female,Outer Regional Australia,82,2015,11,Multiple
10,100,650,Male,Outer Regional Australia,20,2015,11,Single
16,100,1013,Male,Inner Regional Australia,20,2015,11,Multiple
16,100,980,Female,Inner Regional Australia,22,2015,11,Single
7,100,455,Male,Inner Regional Australia,19,2015,11,Single
16,80,1015,Female,Outer Regional Australia,17,2015,11,Multiple
15,100,935,Male,Inner Regional Australia,21,2015,11,Multiple
17,100,1032,Male,Inner Regional Australia,28,2015,11,Single
8,110,495,Female,Remote Australia,28,2015,11,Single
16,100,1000,Female,Inner Regional Australia,31,2015,11,Single
8,100,485,Male,Inner Regional Australia,29,2015,11,Multiple
17,80,1070,Male,Inner Regional Australia,27,2015,11,Single
8,100,525,Male,Major Cities of Australia,28,2015,11,Multiple
9,80,540,Male,Inner Regional Australia,57,2015,11,Multiple
6,75,410,Male,Major Cities of Australia,52,2015,11,Multiple
9,60,583,Male,Inner Regional Australia,59,2015,11,Single
6,80,360,Male,Inner Regional Australia,43,2015,11,Multiple
16,80,1015,Female,Outer Regional Australia,50,2015,11,Multiple
14,100,880,Male,Inner Regional Australia,58,2015,11,Single
14,60,840,Male,Major Cities of Australia,61,2015,11,Multiple
15,60,915,Female,Major Cities of Australia,59,2015,11,Multiple
7,60,462,Female,Major Cities of Australia,47,2015,11,Multiple
16,100,990,Male,Outer Regional Australia,68,2015,11,Multiple
14,100,840,Male,Inner Regional Australia,72,2015,11,Single
17,60,1050,Female,Outer Regional Australia,69,2015,11,Single
12,100,745,Male,Outer Regional Australia,68,2015,11,Single
10,100,645,Male,Very Remote Australia,67,2015,11,Single
13,70,820,Male,Major Cities of Australia,73,2015,11,Multiple
13,100,780,Female,Outer Regional Australia,67,2015,11,Multiple
14,110,864,Male,Outer Regional Australia,60,2015,11,Multiple
19,50,1181,Male,Major Cities of Australia,78,2015,11,Single
22,50,1320,Female,Major Cities of Australia,26,2015,11,Single
22,60,1370,Male,Major Cities of Australia,56,2015,11,Single
1,110,100,Male,Outer Regional Australia,67,2015,11,Single
0,50,10,Male,Major Cities of Australia,69,2015,11,Single
17,110,1066,Male,Inner Regional Australia,82,2015,11,Single
15,60,950,Female,Major Cities of Australia,83,2015,11,Single
14,60,885,Female,Major Cities of Australia,63,2015,11,Single
11,50,716,Female,Major Cities of Australia,62,2015,11,Single
17,60,1043,Female,Major Cities of Australia,73,2015,11,Single
0,60,20,Male,Major Cities of Australia,28,2015,11,Multiple
0,100,5,Male,Major Cities of Australia,85,2015,11,Multiple
1,60,102,Female,Inner Regional Australia,83,2015,11,Single
3,60,180,Male,Major Cities of Australia,13,2015,11,Multiple
0,110,56,Male,Very Remote Australia,47,2015,11,Single
1,60,75,Male,Major Cities of Australia,21,2015,10,Single
0,70,55,Male,Major Cities of Australia,25,2015,10,Multiple
18,60,1121,Male,Inner Regional Australia,39,2015,10,Single
18,110,1105,Female,Outer Regional Australia,26,2015,10,Multiple
18,110,1105,Male,Outer Regional Australia,30,2015,10,Multiple
21,60,1300,Male,Major Cities of Australia,31,2015,10,Multiple
20,60,1230,Female,Major Cities of Australia,80,2015,10,Multiple
20,100,1208,Male,Inner Regional Australia,48,2015,10,Multiple
20,100,1200,Male,Outer Regional Australia,45,2015,10,Single
21,100,1290,Female,Inner Regional Australia,57,2015,10,Single
5,110,339,Female,Inner Regional Australia,44,2015,10,Single
23,80,1394,Male,Outer Regional Australia,24,2015,10,Single
2,100,130,Female,Remote Australia,35,2015,10,Single
23,80,1395,Male,Inner Regional Australia,26,2015,10,Single
5,100,330,Female,Very Remote Australia,27,2015,10,Single
5,90,340,Female,Major Cities of Australia,54,2015,10,Multiple
20,70,1215,Male,Very Remote Australia,51,2015,10,Single
4,110,270,Female,Major Cities of Australia,49,2015,10,Multiple
0,110,5,Male,Inner Regional Australia,45,2015,10,Single
0,100,30,Male,Outer Regional Australia,54,2015,10,Single
17,60,1060,Female,Major Cities of Australia,88,2015,10,Single
7,110,420,Male,Very Remote Australia,24,2015,10,Single
12,80,760,Male,Inner Regional Australia,18,2015,10,Multiple
12,100,760,Male,Outer Regional Australia,18,2015,10,Single
9,80,540,Male,Inner Regional Australia,22,2015,10,Single
15,110,945,Male,Remote Australia,32,2015,10,Single
15,110,945,Male,Remote Australia,32,2015,10,Single
13,110,817,Female,Outer Regional Australia,36,2015,10,Single
10,110,620,Male,Outer Regional Australia,35,2015,10,Single
11,100,715,Male,Remote Australia,29,2015,10,Single
12,80,767,Male,Major Cities of Australia,39,2015,10,Multiple
12,100,725,Male,Inner Regional Australia,47,2015,10,Single
16,100,980,Male,Inner Regional Australia,46,2015,10,Single
10,50,600,Male,Major Cities of Australia,41,2015,10,Single
16,100,1005,Male,Outer Regional Australia,52,2015,10,Single
11,80,690,Male,Inner Regional Australia,50,2015,10,Single
9,50,593,Male,Inner Regional Australia,59,2015,10,Multiple
13,110,830,Male,Outer Regional Australia,53,2015,10,Single
14,100,860,Male,Inner Regional Australia,63,2015,10,Multiple
14,80,850,Female,Outer Regional Australia,46,2015,10,Multiple
14,80,850,Male,Outer Regional Australia,67,2015,10,Multiple
14,80,850,Female,Outer Regional Australia,72,2015,10,Multiple
8,100,490,Male,Outer Regional Australia,31,2015,10,Multiple
14,100,895,Male,Outer Regional Australia,79,2015,10,Single
14,60,860,Female,Major Cities of Australia,82,2015,10,Multiple
14,60,847,Male,Major Cities of Australia,82,2015,10,Single
15,70,930,Male,Major Cities of Australia,84,2015,10,Multiple
10,100,655,Male,Inner Regional Australia,80,2015,10,Multiple
13,70,803,Female,Major Cities of Australia,91,2015,10,Multiple
12,100,747,Female,Inner Regional Australia,92,2015,10,Multiple
8,100,530,Male,Outer Regional Australia,77,2015,10,Multiple
12,80,750,Male,Outer Regional Australia,17,2015,10,Multiple
14,100,885,Female,Outer Regional Australia,24,2015,10,Single
8,50,510,Male,Major Cities of Australia,25,2015,10,Multiple
15,60,900,Female,Major Cities of Australia,35,2015,10,Multiple
12,100,758,Female,Outer Regional Australia,26,2015,10,Single
15,110,900,Female,Outer Regional Australia,36,2015,10,Multiple
0,70,26,Male,Outer Regional Australia,36,2015,10,Single
23,50,1425,Male,Inner Regional Australia,51,2015,10,Multiple
14,80,860,Male,Major Cities of Australia,32,2015,10,Multiple
12,100,760,Female,Inner Regional Australia,26,2015,10,Multiple
16,50,1001,Male,Major Cities of Australia,34,2015,10,Multiple
7,80,467,Male,Major Cities of Australia,28,2015,10,Single
12,100,750,Male,Inner Regional Australia,61,2015,10,Multiple
14,60,855,Female,Major Cities of Australia,45,2015,10,Single
16,80,980,Female,Inner Regional Australia,42,2015,10,Multiple
15,60,936,Male,Major Cities of Australia,52,2015,10,Multiple
13,60,806,Female,Major Cities of Australia,63,2015,10,Multiple
7,80,445,Male,Major Cities of Australia,50,2015,10,Multiple
17,60,1054,Male,Major Cities of Australia,54,2015,10,Multiple
14,100,853,Male,Outer Regional Australia,40,2015,10,Multiple
23,70,1403,Female,Major Cities of Australia,40,2015,10,Single
7,100,420,Female,Outer Regional Australia,53,2015,10,Multiple
13,100,791,Male,Inner Regional Australia,52,2015,10,Single
12,100,740,Female,Inner Regional Australia,45,2015,10,Multiple
10,80,630,Male,Major Cities of Australia,60,2015,10,Multiple
10,70,620,Male,Major Cities of Australia,49,2015,10,Multiple
16,80,975,Female,Outer Regional Australia,71,2015,10,Multiple
16,80,979,Male,Major Cities of Australia,72,2015,10,Multiple
8,100,530,Female,Outer Regional Australia,73,2015,10,Multiple
8,50,530,Male,Outer Regional Australia,65,2015,10,Single
10,100,620,Male,Inner Regional Australia,66,2015,10,Single
13,50,790,Male,Major Cities of Australia,60,2015,10,Single
16,40,966,Female,Major Cities of Australia,62,2015,10,Single
17,60,1052,Male,Major Cities of Australia,61,2015,10,Single
15,50,955,Male,Outer Regional Australia,68,2015,10,Single
9,50,540,Female,Major Cities of Australia,68,2015,10,Single
20,60,1205,Male,Major Cities of Australia,54,2015,10,Multiple
23,80,1385,Female,Major Cities of Australia,25,2015,10,Single
21,80,1260,Female,Major Cities of Australia,16,2015,10,Single
18,60,1095,Female,Major Cities of Australia,16,2015,10,Multiple
22,60,1378,Male,Major Cities of Australia,36,2015,10,Single
20,60,1215,Male,Major Cities of Australia,71,2015,10,Single
23,80,1430,Male,Inner Regional Australia,18,2015,9,Single
3,100,187,Male,Outer Regional Australia,18,2015,9,Multiple
18,70,1100,Female,Major Cities of Australia,86,2015,9,Multiple
22,60,1328,Male,Major Cities of Australia,33,2015,9,Single
2,80,140,Male,Inner Regional Australia,30,2015,9,Single
5,70,307,Male,Outer Regional Australia,26,2015,9,Single
5,100,320,Male,Outer Regional Australia,45,2015,9,Single
22,110,1364,Male,Outer Regional Australia,58,2015,9,Multiple
20,60,1220,Male,Major Cities of Australia,43,2015,9,Multiple
21,50,1261,Male,Major Cities of Australia,18,2015,9,Single
18,100,1110,Female,Outer Regional Australia,17,2015,9,Single
20,100,1210,Female,Outer Regional Australia,23,2015,9,Single
5,100,300,Male,Inner Regional Australia,29,2015,9,Single
18,60,1137,Male,Major Cities of Australia,31,2015,9,Multiple
22,80,1342,Male,Very Remote Australia,47,2015,9,Single
21,70,1275,Male,Major Cities of Australia,48,2015,9,Single
19,100,1165,Female,Inner Regional Australia,64,2015,9,Multiple
18,100,1100,Male,Inner Regional Australia,44,2015,9,Single
8,100,480,Male,Outer Regional Australia,79,2015,9,Single
15,60,910,Female,Inner Regional Australia,87,2015,9,Multiple
13,100,780,Male,Inner Regional Australia,18,2015,9,Single
16,100,1005,Male,Inner Regional Australia,21,2015,9,Single
13,50,835,Male,Inner Regional Australia,24,2015,9,Single
8,80,532,Male,Major Cities of Australia,32,2015,9,Single
16,90,960,Male,Outer Regional Australia,28,2015,9,Single
7,100,455,Male,Major Cities of Australia,39,2015,9,Multiple
13,100,809,Female,Inner Regional Australia,40,2015,9,Multiple
13,80,834,Female,Inner Regional Australia,45,2015,9,Single
13,100,795,Male,Outer Regional Australia,50,2015,9,Multiple
15,110,937,Female,Outer Regional Australia,84,2015,9,Single
11,50,660,Male,Major Cities of Australia,77,2015,9,Multiple
10,100,610,Female,Outer Regional Australia,88,2015,9,Multiple
12,60,750,Male,Major Cities of Australia,84,2015,9,Multiple
16,110,1008,Male,Inner Regional Australia,19,2015,9,Single
17,80,1065,Male,Major Cities of Australia,24,2015,9,Multiple
6,90,375,Male,Major Cities of Australia,20,2015,9,Multiple
12,100,765,Male,Inner Regional Australia,36,2015,9,Single
17,100,1035,Male,Outer Regional Australia,46,2015,9,Multiple
16,60,966,Male,Remote Australia,48,2015,9,Multiple
6,60,369,Female,Inner Regional Australia,42,2015,9,Multiple
17,90,1076,Male,Inner Regional Australia,54,2015,9,Single
11,80,690,Male,Inner Regional Australia,47,2015,9,Single
14,100,875,Male,Outer Regional Australia,43,2015,9,Multiple
10,110,645,Male,Outer Regional Australia,47,2015,9,Multiple
7,100,430,Male,Outer Regional Australia,52,2015,9,Single
14,80,854,Male,Inner Regional Australia,48,2015,9,Multiple
14,100,885,Male,Very Remote Australia,56,2015,9,Single
9,60,575,Female,Inner Regional Australia,68,2015,9,Single
14,110,860,Male,Outer Regional Australia,67,2015,9,Single
14,60,840,Female,Major Cities of Australia,72,2015,9,Single
15,80,910,Male,Outer Regional Australia,71,2015,9,Single
7,100,425,Male,Inner Regional Australia,71,2015,9,Multiple
23,60,1389,Male,Major Cities of Australia,45,2015,9,Single
16,110,1008,Male,Inner Regional Australia,42,2015,9,Single
18,50,1132,Male,Major Cities of Australia,16,2015,9,Single
9,50,560,Female,Major Cities of Australia,85,2015,9,Single
11,50,675,Female,Inner Regional Australia,81,2015,9,Single
7,80,426,Female,Inner Regional Australia,73,2015,9,Single
10,10,640,Female,Major Cities of Australia,72,2015,9,Single
18,60,1131,Male,Inner Regional Australia,15,2015,9,Single
23,100,1410,Male,Outer Regional Australia,43,2015,9,Single
1,110,110,Male,Outer Regional Australia,44,2015,9,Single
19,100,1140,Male,Inner Regional Australia,43,2015,9,Single
22,80,1342,Female,Very Remote Australia,14,2015,9,Single
21,50,1290,Male,Major Cities of Australia,24,2015,9,Multiple
15,100,930,Female,Outer Regional Australia,70,2015,9,Multiple
15,100,930,Male,Outer Regional Australia,70,2015,9,Multiple
3,80,180,Male,Inner Regional Australia,16,2015,8,Single
23,50,1430,Female,Major Cities of Australia,16,2015,8,Single
0,60,43,Female,Major Cities of Australia,15,2015,8,Single
20,50,1257,Male,Major Cities of Australia,14,2015,8,Multiple
2,110,139,Male,Inner Regional Australia,24,2015,8,Single
2,70,178,Male,Remote Australia,25,2015,8,Single
20,50,1257,Male,Major Cities of Australia,17,2015,8,Multiple
5,110,330,Male,Inner Regional Australia,18,2015,8,Multiple
2,90,125,Female,Outer Regional Australia,23,2015,8,Multiple
20,80,1200,Male,Outer Regional Australia,36,2015,8,Single
2,90,125,Male,Outer Regional Australia,27,2015,8,Multiple
2,90,125,Male,Outer Regional Australia,31,2015,8,Multiple
2,60,120,Male,Major Cities of Australia,27,2015,8,Single
22,100,1335,Male,Inner Regional Australia,41,2015,8,Single
18,100,1110,Male,Inner Regional Australia,44,2015,8,Single
20,60,1210,Male,Major Cities of Australia,55,2015,8,Multiple
19,100,1140,Female,Outer Regional Australia,2,2015,8,Single
21,70,1266,Male,Major Cities of Australia,20,2015,8,Multiple
1,100,90,Male,Inner Regional Australia,22,2015,8,Single
18,110,1120,Male,Outer Regional Australia,18,2015,8,Single
23,110,1425,Male,Remote Australia,29,2015,8,Single
19,110,1160,Male,Remote Australia,29,2015,8,Multiple
2,100,125,Male,Outer Regional Australia,27,2015,8,Single
0,60,25,Female,Inner Regional Australia,47,2015,8,Single
4,50,294,Male,Major Cities of Australia,53,2015,8,Multiple
20,70,1230,Female,Inner Regional Australia,58,2015,8,Multiple
0,100,20,Male,Major Cities of Australia,54,2015,8,Multiple
22,100,1378,Male,Major Cities of Australia,57,2015,8,Single
8,100,480,Male,Inner Regional Australia,65,2015,8,Single
15,100,930,Female,Inner Regional Australia,11,2015,8,Single
6,70,411,Male,Major Cities of Australia,15,2015,8,Multiple
15,80,935,Male,Inner Regional Australia,21,2015,8,Multiple
15,80,935,Male,Inner Regional Australia,17,2015,8,Multiple
15,80,935,Male,Inner Regional Australia,19,2015,8,Multiple
8,110,520,Male,Major Cities of Australia,22,2015,8,Single
6,70,411,Male,Major Cities of Australia,17,2015,8,Multiple
6,70,411,Male,Major Cities of Australia,18,2015,8,Multiple
6,70,411,Male,Major Cities of Australia,17,2015,8,Multiple
12,100,730,Female,Inner Regional Australia,27,2015,8,Single
9,90,570,Male,Inner Regional Australia,31,2015,8,Single
14,80,840,Male,Outer Regional Australia,37,2015,8,Single
14,80,885,Male,Inner Regional Australia,27,2015,8,Multiple
14,110,849,Female,Outer Regional Australia,53,2015,8,Multiple
7,90,473,Female,Outer Regional Australia,52,2015,8,Single
11,100,699,Male,Inner Regional Australia,44,2015,8,Multiple
13,80,825,Male,Outer Regional Australia,49,2015,8,Single
14,110,840,Female,Very Remote Australia,46,2015,8,Single
11,100,665,Male,Outer Regional Australia,59,2015,8,Multiple
13,80,795,Male,Major Cities of Australia,72,2015,8,Multiple
13,80,795,Female,Major Cities of Australia,72,2015,8,Multiple
14,110,849,Male,Outer Regional Australia,67,2015,8,Multiple
6,50,415,Male,Major Cities of Australia,89,2015,8,Multiple
17,110,1039,Male,Remote Australia,82,2015,8,Single
13,100,818,Female,Inner Regional Australia,88,2015,8,Multiple
9,60,584,Female,Major Cities of Australia,91,2015,8,Multiple
9,60,584,Female,Major Cities of Australia,88,2015,8,Multiple
15,60,923,Male,Major Cities of Australia,92,2015,8,Multiple
17,80,1020,Male,Major Cities of Australia,97,2015,8,Multiple
12,80,765,Male,Outer Regional Australia,23,2015,8,Multiple
17,100,1060,Female,Inner Regional Australia,7,2015,8,Multiple
17,100,1050,Female,Major Cities of Australia,19,2015,8,Multiple
13,50,825,Male,Major Cities of Australia,18,2015,8,Single
10,110,601,Male,Major Cities of Australia,20,2015,8,Single
15,110,900,Male,Inner Regional Australia,24,2015,8,Single
14,110,840,Male,Very Remote Australia,32,2015,8,Single
17,80,1027,Male,Outer Regional Australia,28,2015,8,Multiple
16,70,960,Male,Inner Regional Australia,39,2015,8,Multiple
16,100,965,Male,Remote Australia,31,2015,8,Single
12,80,750,Male,Inner Regional Australia,62,2015,8,Multiple
12,50,770,Male,Major Cities of Australia,44,2015,8,Multiple
15,110,934,Female,Outer Regional Australia,62,2015,8,Single
17,110,1050,Male,Very Remote Australia,63,2015,8,Single
14,100,885,Male,Outer Regional Australia,55,2015,8,Single
14,60,894,Male,Major Cities of Australia,47,2015,8,Multiple
9,100,580,Male,Inner Regional Australia,67,2015,8,Single
11,100,700,Female,Inner Regional Australia,70,2015,8,Multiple
15,80,950,Male,Inner Regional Australia,68,2015,8,Multiple
15,80,900,Male,Inner Regional Australia,24,2015,8,Multiple
10,100,610,Male,Outer Regional Australia,65,2015,8,Single
18,60,1130,Female,Major Cities of Australia,82,2015,8,Single
18,70,1120,Male,Major Cities of Australia,75,2015,8,Single
19,50,1152,Male,Major Cities of Australia,45,2015,8,Single
21,80,1265,Female,Outer Regional Australia,43,2015,8,Single
